Date,Close
12/14/1998,3045.14
12/15/1998,3069.72
12/16/1998,3114.53
12/17/1998,3148.97
12/18/1998,3123.38
12/21/1998,3225.6
12/22/1998,3248.07
12/23/1998,3301.32
12/28/1998,3331.51
12/29/1998,3354.71
12/30/1998,3342.32
01/04/1999,3543.1
01/05/1999,3569.83
01/06/1999,3647.36
01/07/1999,3672.18
01/08/1999,3669.67
01/11/1999,3629.44
01/12/1999,3537.03
01/13/1999,3407.86
01/14/1999,3338.18
01/15/1999,3306.42
01/18/1999,3481.17
01/19/1999,3502.91
01/20/1999,3570.04
01/21/1999,3564.64
01/22/1999,3473.31
01/25/1999,3362.8
01/26/1999,3465.8
01/27/1999,3453.7
01/28/1999,3511.31
01/29/1999,3547.15
02/01/1999,3597.04
02/02/1999,3541.43
02/03/1999,3488.13
02/04/1999,3487.08
02/05/1999,3489.98
02/08/1999,3462.29
02/09/1999,3342.58
02/10/1999,3325.56
02/11/1999,3375.42
02/12/1999,3405.68
02/15/1999,3414.97
02/16/1999,3402.21
02/17/1999,3343.04
02/18/1999,3380.58
02/19/1999,3415.52
02/22/1999,3470.89
02/23/1999,3537.81
02/24/1999,3556.69
02/25/1999,3496.27
02/26/1999,3484.24
03/01/1999,3441.74
03/02/1999,3451.18
03/03/1999,3393.95
03/04/1999,3434.49
03/05/1999,3536.64
03/08/1999,3495.43
03/09/1999,3493.54
03/10/1999,3485.3
03/11/1999,3521.63
03/12/1999,3574.73
03/15/1999,3582.78
03/16/1999,3606.67
03/17/1999,3589.16
03/18/1999,3579.21
03/19/1999,3633.05
03/22/1999,3607.82
03/23/1999,3521.38
03/24/1999,3472.44
03/25/1999,3528.43
03/26/1999,3488.15
03/29/1999,3536.62
03/30/1999,3523.24
03/31/1999,3559.86
04/01/1999,3573.6
04/06/1999,3644.76
04/07/1999,3659.41
04/08/1999,3669.21
04/09/1999,3689.61
04/12/1999,3690.16
04/13/1999,3725.4
04/14/1999,3699.33
04/15/1999,3652.06
04/16/1999,3655.15
04/19/1999,3705.63
04/20/1999,3613.96
04/21/1999,3643.26
04/22/1999,3676.61
04/23/1999,3662.31
04/26/1999,3678.37
04/27/1999,3756.2
04/28/1999,3743.49
04/29/1999,3735.91
04/30/1999,3757.87
05/03/1999,3776.39
05/04/1999,3775.33
05/05/1999,3716.13
05/06/1999,3700.37
05/07/1999,3683.34
05/10/1999,3693.41
05/11/1999,3702.38
05/12/1999,3679.45
05/13/1999,3693.62
05/14/1999,3643.82
05/17/1999,3574.13
05/18/1999,3608.77
05/19/1999,3653
05/20/1999,3684.21
05/21/1999,3691.31
05/25/1999,3634.4
05/26/1999,3643.9
05/27/1999,3587.16
05/28/1999,3602.45
05/31/1999,3629.46
06/01/1999,3610.59
06/02/1999,3615.54
06/03/1999,3650.98
06/04/1999,3671.42
06/07/1999,3717.94
06/08/1999,3721.67
06/09/1999,3739.07
06/10/1999,3706.76
06/11/1999,3749.67
06/14/1999,3735.77
06/15/1999,3742.88
06/16/1999,3780.6
06/17/1999,3806.55
06/18/1999,3822.89
06/21/1999,3867.89
06/22/1999,3857.06
06/23/1999,3828.79
06/24/1999,3779.39
06/25/1999,3739.81
06/28/1999,3766.49
06/29/1999,3787.49
06/30/1999,3788.66
07/01/1999,3865.54
07/02/1999,3888.11
07/05/1999,3971.84
07/06/1999,3968.99
07/07/1999,3950.49
07/08/1999,3951
07/09/1999,3962.42
07/12/1999,3962.35
07/13/1999,3905.52
07/14/1999,3922.49
07/15/1999,3960.67
07/16/1999,3952.2
07/19/1999,3946.4
07/20/1999,3856.65
07/21/1999,3798.69
07/22/1999,3762.34
07/23/1999,3723.55
07/26/1999,3676.91
07/27/1999,3687.58
07/28/1999,3684.64
07/29/1999,3580.19
07/30/1999,3638.62
08/02/1999,3633.44
08/03/1999,3614.05
08/04/1999,3590.69
08/05/1999,3512.71
08/06/1999,3525.47
08/09/1999,3585.58
08/10/1999,3535.1
08/11/1999,3551.39
08/12/1999,3640.44
08/13/1999,3710.57
08/16/1999,3724.68
08/17/1999,3747.89
08/18/1999,3738.83
08/19/1999,3679.48
08/20/1999,3715.39
08/23/1999,3752.59
08/24/1999,3781.3
08/25/1999,3856.72
08/26/1999,3852.53
08/27/1999,3853.48
08/30/1999,3837.7
08/31/1999,3769.14
09/01/1999,3795.62
09/02/1999,3718.37
09/03/1999,3809.11
09/06/1999,3842.59
09/07/1999,3834.34
09/08/1999,3827.07
09/09/1999,3858.15
09/10/1999,3887.09
09/13/1999,3858.01
09/14/1999,3825.86
09/15/1999,3816.53
09/16/1999,3775.24
09/17/1999,3748.75
09/20/1999,3782.02
09/21/1999,3731.96
09/22/1999,3713.41
09/23/1999,3750.49
09/24/1999,3688.79
09/27/1999,3727.93
09/28/1999,3673.4
09/29/1999,3666.99
09/30/1999,3669.71
10/01/1999,3642.34
10/04/1999,3695.09
10/05/1999,3731.23
10/06/1999,3752.79
10/07/1999,3785.24
10/08/1999,3784.32
10/11/1999,3789.89
10/12/1999,3756.44
10/13/1999,3724.4
10/14/1999,3695.77
10/15/1999,3638.82
10/18/1999,3607.72
10/19/1999,3691.34
10/20/1999,3699.15
10/21/1999,3691.66
10/22/1999,3762
10/25/1999,3757.7
10/26/1999,3796.72
10/27/1999,3786.07
10/28/1999,3866.75
10/29/1999,3922.91
11/01/1999,3913.89
11/02/1999,3923.14
11/03/1999,3955.95
11/04/1999,3994.54
11/05/1999,4014.08
11/08/1999,4024.55
11/09/1999,4039.47
11/10/1999,4076.96
11/11/1999,4140.58
11/12/1999,4133.93
11/15/1999,4199.86
11/16/1999,4220.85
11/17/1999,4221.36
11/18/1999,4288.14
11/19/1999,4292.4
11/22/1999,4212.8
11/23/1999,4225.9
11/24/1999,4238.34
11/25/1999,4343.22
11/26/1999,4380.77
11/29/1999,4364.32
11/30/1999,4314.38
12/01/1999,4340.7
12/02/1999,4336.42
12/03/1999,4449.47
12/06/1999,4458.76
12/07/1999,4509.37
12/08/1999,4491.35
12/09/1999,4498.75
12/10/1999,4458.04
12/13/1999,4474.2
12/14/1999,4510.99
12/15/1999,4482.19
12/16/1999,4517.68
12/17/1999,4538.23
12/20/1999,4583.02
12/21/1999,4566.87
12/22/1999,4632.56
12/23/1999,4752.96
12/24/1999,4781.16
12/27/1999,4785.17
12/28/1999,4788.7
12/29/1999,4807.01
12/30/1999,4904.46
01/03/2000,4849.22
01/04/2000,4657.83
01/05/2000,4541.75
01/06/2000,4500.69
01/07/2000,4648.27
01/10/2000,4714.03
01/11/2000,4671.5
01/12/2000,4649.3
01/13/2000,4688.35
01/14/2000,4829.36
01/17/2000,4884.5
01/18/2000,4761
01/19/2000,4768.37
01/20/2000,4778.71
01/21/2000,4719.29
01/24/2000,4718.76
01/25/2000,4653.61
01/26/2000,4721.03
01/27/2000,4786.82
01/28/2000,4781.94
01/31/2000,4684.48
02/01/2000,4792.04
02/02/2000,4902.12
02/03/2000,5046.12
02/04/2000,5119.79
02/07/2000,5041.08
02/08/2000,5176.17
02/09/2000,5191.79
02/10/2000,5174.35
02/11/2000,5195.67
02/14/2000,5166.08
02/15/2000,5043.33
02/16/2000,5063.73
02/17/2000,5114.47
02/18/2000,5079.59
02/21/2000,5033.33
02/22/2000,5024.05
02/23/2000,5086
02/24/2000,5117.41
02/25/2000,5208.87
02/28/2000,5126.33
02/29/2000,5182.62
03/01/2000,5235.14
03/02/2000,5406.37
03/03/2000,5450.22
03/06/2000,5464.43
03/07/2000,5426.36
03/08/2000,5364.52
03/09/2000,5352.88
03/10/2000,5416.81
03/13/2000,5254.41
03/14/2000,5258.32
03/15/2000,5083.15
03/16/2000,5175.23
03/17/2000,5231.35
03/20/2000,5286.71
03/21/2000,5266.23
03/22/2000,5268.35
03/23/2000,5259.15
03/24/2000,5379.75
03/27/2000,5369.11
03/28/2000,5426.57
03/29/2000,5416.32
03/30/2000,5251.97
03/31/2000,5249.55
04/03/2000,5118.37
04/04/2000,5176.71
04/05/2000,5044.17
04/06/2000,5179.96
04/07/2000,5259.52
04/10/2000,5282.26
04/11/2000,5174.38
04/12/2000,5179.28
04/13/2000,5181.33
04/14/2000,5033.29
04/17/2000,4979.66
04/18/2000,5061.9
04/19/2000,5078.69
04/20/2000,5117.78
04/25/2000,5158.13
04/26/2000,5245.11
04/27/2000,5171.96
04/28/2000,5303.95
05/02/2000,5434.81
05/03/2000,5316.94
05/04/2000,5306.32
05/05/2000,5351.71
05/08/2000,5285.09
05/09/2000,5182.73
05/10/2000,5065.85
05/11/2000,5171.77
05/12/2000,5238.42
05/15/2000,5182.68
05/16/2000,5335.02
05/17/2000,5230.74
05/18/2000,5247.13
05/19/2000,5063.46
05/22/2000,4945.17
05/23/2000,4984.7
05/24/2000,4903.92
05/25/2000,5018.79
05/26/2000,5007.97
05/29/2000,5084.69
05/30/2000,5156.07
05/31/2000,5200.89
06/01/2000,5275.2
06/02/2000,5428.27
06/05/2000,5379.6
06/06/2000,5325.87
06/07/2000,5272.37
06/08/2000,5286.74
06/09/2000,5292.97
06/12/2000,5294.65
06/13/2000,5305.34
06/14/2000,5378.38
06/15/2000,5338.49
06/16/2000,5281.57
06/19/2000,5271.82
06/20/2000,5312.13
06/21/2000,5253.3
06/22/2000,5231.93
06/23/2000,5240.58
06/26/2000,5235.39
06/27/2000,5209.53
06/28/2000,5229.17
06/29/2000,5061.63
06/30/2000,5145.35
07/03/2000,5187.01
07/04/2000,5185.87
07/05/2000,5166.25
07/06/2000,5152.38
07/07/2000,5251.65
07/10/2000,5263.97
07/11/2000,5231.33
07/12/2000,5249.15
07/13/2000,5299.54
07/14/2000,5322.57
07/17/2000,5354.13
07/18/2000,5314.95
07/19/2000,5294.76
07/20/2000,5317.82
07/21/2000,5238.68
07/24/2000,5237.95
07/25/2000,5213.68
07/26/2000,5222.83
07/27/2000,5096.76
07/28/2000,5059.02
07/31/2000,5130.06
08/01/2000,5104.41
08/02/2000,5091.86
08/03/2000,4995.82
08/04/2000,5049.45
08/07/2000,5088.41
08/08/2000,5105.52
08/09/2000,5158.12
08/10/2000,5182.06
08/11/2000,5179.68
08/14/2000,5218.59
08/15/2000,5203.14
08/16/2000,5223.7
08/17/2000,5192.06
08/18/2000,5180.7
08/21/2000,5165.44
08/22/2000,5161.42
08/23/2000,5160.14
08/24/2000,5123.99
08/25/2000,5175.65
08/28/2000,5204.18
08/29/2000,5188.93
08/30/2000,5166.91
08/31/2000,5175.12
09/01/2000,5298.64
09/04/2000,5392.63
09/05/2000,5326.69
09/06/2000,5299.24
09/07/2000,5329.06
09/08/2000,5229.04
09/11/2000,5233.87
09/12/2000,5222.37
09/13/2000,5153.2
09/14/2000,5204.62
09/15/2000,5199.14
09/18/2000,5129.43
09/19/2000,5117.15
09/20/2000,5051.4
09/21/2000,4941.06
09/22/2000,4945.37
09/25/2000,4984.29
09/26/2000,4934.89
09/27/2000,4949.87
09/28/2000,4934.08
09/29/2000,4915.18
10/02/2000,4961.88
10/03/2000,5003.46
10/04/2000,4959.41
10/05/2000,4997.25
10/06/2000,4958.37
10/09/2000,4844.44
10/10/2000,4867.33
10/11/2000,4743.47
10/12/2000,4747.87
10/13/2000,4782.74
10/16/2000,4793.14
10/17/2000,4760.92
10/18/2000,4658.85
10/19/2000,4836.86
10/20/2000,4889.51
10/23/2000,4906.67
10/24/2000,5031.03
10/25/2000,4977.07
10/26/2000,4926.36
10/27/2000,4965.92
10/30/2000,4981.38
10/31/2000,5057.46
11/01/2000,5085.47
11/02/2000,5092.63
11/03/2000,5101.4
11/06/2000,5091.25
11/07/2000,5076.8
11/08/2000,5055.05
11/09/2000,5017.69
11/10/2000,4934.47
11/13/2000,4847.46
11/14/2000,5011.12
11/15/2000,5053.48
11/16/2000,5010.65
11/17/2000,4961.54
11/20/2000,4849.33
11/21/2000,4893.95
11/22/2000,4783.23
11/23/2000,4837.48
11/24/2000,4940.22
11/27/2000,4945.34
11/28/2000,4893.46
11/29/2000,4907.61
11/30/2000,4790.08
12/01/2000,4839.27
12/04/2000,4734.72
12/05/2000,4911.93
12/06/2000,4869.48
12/07/2000,4900.6
12/08/2000,4889.72
12/11/2000,4970.66
12/12/2000,4947.72
12/13/2000,4890.16
12/14/2000,4810.94
12/15/2000,4718
12/18/2000,4744.26
12/19/2000,4814.64
12/20/2000,4641.15
12/21/2000,4614.24
12/22/2000,4655.87
12/27/2000,4721.49
12/28/2000,4770.9
12/29/2000,4772.39
01/02/2001,4701.68
01/03/2001,4660.48
01/04/2001,4752.71
01/05/2001,4734.48
01/08/2001,4711.31
01/09/2001,4641.79
01/10/2001,4598.82
01/11/2001,4686.88
01/12/2001,4737.95
01/15/2001,4763.53
01/16/2001,4693.82
01/17/2001,4787.45
01/18/2001,4754.97
01/19/2001,4720.03
01/22/2001,4743.39
01/23/2001,4743.93
01/24/2001,4773.26
01/25/2001,4779.35
01/26/2001,4760.2
01/29/2001,4757.09
01/30/2001,4726.65
01/31/2001,4779.9
02/01/2001,4709.19
02/02/2001,4665.19
02/05/2001,4668.57
02/06/2001,4706.83
02/07/2001,4634.42
02/08/2001,4653.17
02/09/2001,4583.76
02/12/2001,4628.17
02/13/2001,4629.67
02/14/2001,4556.49
02/15/2001,4607.64
02/16/2001,4519.95
02/19/2001,4516.31
02/20/2001,4481.04
02/21/2001,4412.76
02/22/2001,4345.1
02/23/2001,4236.82
02/26/2001,4310.14
02/27/2001,4333.32
02/28/2001,4318.88
03/01/2001,4282.9
03/02/2001,4300.35
03/05/2001,4347.4
03/06/2001,4412.11
03/07/2001,4413.62
03/08/2001,4370.56
03/09/2001,4334.23
03/12/2001,4218.14
03/13/2001,4184.15
03/14/2001,4124.41
03/15/2001,4200.08
03/16/2001,4106.79
03/19/2001,4085.53
03/20/2001,4158.42
03/21/2001,4067.26
03/22/2001,3891.49
03/23/2001,4002.56
03/26/2001,4143.85
03/27/2001,4229.81
03/28/2001,4157.55
03/29/2001,4165.75
03/30/2001,4185
04/02/2001,4190.8
04/03/2001,4039.16
04/04/2001,4062.12
04/05/2001,4158.19
04/06/2001,4145.85
04/09/2001,4204.13
04/10/2001,4305.96
04/11/2001,4329.23
04/12/2001,4338.12
04/17/2001,4293.51
04/18/2001,4441.58
04/19/2001,4420.55
04/20/2001,4383.59
04/23/2001,4331.54
04/24/2001,4372.41
04/25/2001,4363.11
04/26/2001,4405.39
04/27/2001,4473.95
04/30/2001,4525.01
05/02/2001,4492.33
05/03/2001,4401.57
05/04/2001,4416.79
05/07/2001,4440.65
05/08/2001,4441.86
05/09/2001,4415.99
05/10/2001,4519.04
05/11/2001,4479.9
05/14/2001,4426.78
05/15/2001,4453.95
05/16/2001,4449.61
05/17/2001,4504.26
05/18/2001,4546.41
05/21/2001,4558.76
05/22/2001,4582.07
05/23/2001,4535.97
05/24/2001,4561.38
05/25/2001,4498.11
05/28/2001,4512.6
05/29/2001,4477.95
05/30/2001,4413.37
05/31/2001,4426.24
06/01/2001,4414.84
06/04/2001,4432.65
06/05/2001,4493.93
06/06/2001,4468.95
06/07/2001,4450.41
06/08/2001,4450.97
06/11/2001,4424.92
06/12/2001,4289.07
06/13/2001,4336
06/14/2001,4282.1
06/15/2001,4236.9
06/18/2001,4168.95
06/19/2001,4195.43
06/20/2001,4175.88
06/21/2001,4174.06
06/22/2001,4194.96
06/25/2001,4211.77
06/26/2001,4143.75
06/27/2001,4124.24
06/28/2001,4169.49
06/29/2001,4243.91
07/02/2001,4304.44
07/03/2001,4243.8
07/04/2001,4214.62
07/05/2001,4185.47
07/06/2001,4076.47
07/09/2001,4077.86
07/10/2001,4032.97
07/11/2001,3974.64
07/12/2001,4010.85
07/13/2001,4044.42
07/16/2001,4011.59
07/17/2001,3996.05
07/18/2001,3911.3
07/19/2001,3991.08
07/20/2001,3948.25
07/23/2001,3977.18
07/24/2001,3930.11
07/25/2001,3860.7
07/26/2001,3915.62
07/27/2001,3986.48
07/30/2001,4047.66
07/31/2001,4091.38
08/01/2001,4092.22
08/02/2001,4066.43
08/03/2001,4024.9
08/06/2001,4044.29
08/07/2001,4042.71
08/08/2001,3972.98
08/09/2001,3885.05
08/10/2001,3828.68
08/13/2001,3874.67
08/14/2001,3924.67
08/15/2001,3894.77
08/16/2001,3849.17
08/17/2001,3759.69
08/20/2001,3765.61
08/21/2001,3790.34
08/22/2001,3793.55
08/23/2001,3816.99
08/24/2001,3890.55
08/27/2001,3892.15
08/28/2001,3823.33
08/29/2001,3832.6
08/30/2001,3737.12
08/31/2001,3745.02
09/03/2001,3691.77
09/04/2001,3736.82
09/05/2001,3637.17
09/06/2001,3550.26
09/07/2001,3456.52
09/10/2001,3440.65
09/11/2001,3220.27
09/12/2001,3260.9
09/13/2001,3293.82
09/14/2001,3091.21
09/17/2001,3204.96
09/18/2001,3189.94
09/19/2001,3105.13
09/20/2001,2967.94
09/21/2001,2877.68
09/24/2001,3068.05
09/25/2001,3095.75
09/26/2001,3155.68
09/27/2001,3198.78
09/28/2001,3296.66
10/01/2001,3208.31
10/02/2001,3265.24
10/03/2001,3264.59
10/04/2001,3394.69
10/05/2001,3348.02
10/08/2001,3353.41
10/09/2001,3357.12
10/10/2001,3468.32
10/11/2001,3510.55
10/12/2001,3498.66
10/15/2001,3393.62
10/16/2001,3455.27
10/17/2001,3531.76
10/18/2001,3457.9
10/19/2001,3406.94
10/22/2001,3480.27
10/23/2001,3580.5
10/24/2001,3609.65
10/25/2001,3523.43
10/26/2001,3611.88
10/29/2001,3527.55
10/30/2001,3414.72
10/31/2001,3478.63
11/01/2001,3508.96
11/02/2001,3503.26
11/05/2001,3606.5
11/06/2001,3589.69
11/07/2001,3633.05
11/08/2001,3719.47
11/09/2001,3665.78
11/12/2001,3567.55
11/13/2001,3717.98
11/14/2001,3708.36
11/15/2001,3703.85
11/16/2001,3743.44
11/19/2001,3795.72
11/20/2001,3747.27
11/21/2001,3730.04
11/22/2001,3770.29
11/23/2001,3772.19
11/26/2001,3753.54
11/27/2001,3681.05
11/28/2001,3631.76
11/29/2001,3629.37
11/30/2001,3658.27
12/03/2001,3645.6
12/04/2001,3690.25
12/05/2001,3821.8
12/06/2001,3828.76
12/07/2001,3792.85
12/10/2001,3720.2
12/11/2001,3744.56
12/12/2001,3692.39
12/13/2001,3607.26
12/14/2001,3568.73
12/17/2001,3692.85
12/18/2001,3680.55
12/19/2001,3651.51
12/20/2001,3617.47
12/21/2001,3696.44
12/24/2001,3696.98
12/27/2001,3778.39
12/28/2001,3806.13
01/02/2002,3755.56
01/03/2002,3833.09
01/04/2002,3820.42
01/07/2002,3754.42
01/08/2002,3724.04
01/09/2002,3722.98
01/10/2002,3666.36
01/11/2002,3696.66
01/14/2002,3588.51
01/15/2002,3637.2
01/16/2002,3576.6
01/17/2002,3649.43
01/18/2002,3639.27
01/21/2002,3601.97
01/22/2002,3614.62
01/23/2002,3648.81
01/24/2002,3710.14
01/25/2002,3701.3
01/28/2002,3739.85
01/29/2002,3684.65
01/30/2002,3630.73
01/31/2002,3670.26
02/01/2002,3682.69
02/04/2002,3619.23
02/05/2002,3535.7
02/06/2002,3485.38
02/07/2002,3519.93
02/08/2002,3507.46
02/11/2002,3556.09
02/12/2002,3543.27
02/13/2002,3571.56
02/14/2002,3616.14
02/15/2002,3555.15
02/18/2002,3537.52
02/19/2002,3448.98
02/20/2002,3433.08
02/21/2002,3480.58
02/22/2002,3430.18
02/25/2002,3493.32
02/26/2002,3519.8
02/27/2002,3591.23
02/28/2002,3624.74
03/01/2002,3645.33
03/04/2002,3748.55
03/05/2002,3732.08
03/06/2002,3748.67
03/07/2002,3766.81
03/08/2002,3789.88
03/11/2002,3766.9
03/12/2002,3723.95
03/13/2002,3702.89
03/14/2002,3711.44
03/15/2002,3755.75
03/18/2002,3778.72
03/19/2002,3796.26
03/20/2002,3747.27
03/21/2002,3722.68
03/22/2002,3744.37
03/25/2002,3711.76
03/26/2002,3732.75
03/27/2002,3734.98
03/28/2002,3784.05
04/02/2002,3743.96
04/03/2002,3748.44
04/04/2002,3691.1
04/05/2002,3677.72
04/08/2002,3604.73
04/09/2002,3623
04/10/2002,3660.5
04/11/2002,3596.04
04/12/2002,3611.79
04/15/2002,3650.23
04/16/2002,3742.88
04/17/2002,3746.69
04/18/2002,3704.86
04/19/2002,3709.01
04/22/2002,3665.27
04/23/2002,3657.8
04/24/2002,3625.67
04/25/2002,3574.38
04/26/2002,3561.08
04/29/2002,3538.74
04/30/2002,3574.23
05/02/2002,3543.12
05/03/2002,3496.44
05/06/2002,3479.29
05/07/2002,3453.29
05/08/2002,3540.64
05/09/2002,3525.59
05/10/2002,3465.12
05/13/2002,3511.01
05/14/2002,3575.62
05/15/2002,3595.73
05/16/2002,3579.03
05/17/2002,3554.77
05/20/2002,3518.98
05/21/2002,3512.88
05/22/2002,3459.02
05/23/2002,3467.67
05/24/2002,3477.06
05/27/2002,3500.94
05/28/2002,3472.4
05/29/2002,3462.38
05/30/2002,3388.44
05/31/2002,3425.79
06/03/2002,3382.54
06/04/2002,3260.01
06/05/2002,3267.77
06/06/2002,3277.53
06/07/2002,3210.5
06/10/2002,3205.36
06/11/2002,3265.27
06/12/2002,3176.95
06/13/2002,3142.21
06/14/2002,3054.5
06/17/2002,3193
06/18/2002,3188.26
06/19/2002,3122.35
06/20/2002,3057.43
06/21/2002,3036.29
06/24/2002,2928.72
06/25/2002,3008.29
06/26/2002,2949.07
06/27/2002,3002.74
06/28/2002,3133.39
07/01/2002,3131.39
07/02/2002,2999.17
07/03/2002,2928.94
07/04/2002,3013.8
07/05/2002,3165.47
07/08/2002,3155.88
07/09/2002,3113.69
07/10/2002,2983.47
07/11/2002,2883.92
07/12/2002,2886.3
07/15/2002,2709.22
07/16/2002,2713.73
07/17/2002,2819.63
07/18/2002,2850.14
07/19/2002,2695.46
07/22/2002,2544.95
07/23/2002,2458.56
07/24/2002,2438.31
07/25/2002,2515.2
07/26/2002,2536.93
07/29/2002,2723.01
07/30/2002,2691.91
07/31/2002,2685.79
08/01/2002,2557.86
08/02/2002,2547.12
08/05/2002,2447.32
08/06/2002,2592.24
08/07/2002,2564.77
08/08/2002,2697.92
08/09/2002,2750.16
08/12/2002,2670.78
08/13/2002,2698.99
08/14/2002,2590.75
08/15/2002,2677.74
08/16/2002,2713.96
08/19/2002,2825.39
08/20/2002,2771.4
08/21/2002,2802.95
08/22/2002,2872.02
08/23/2002,2821.04
08/26/2002,2771.19
08/27/2002,2863.6
08/28/2002,2729.93
08/29/2002,2667.17
08/30/2002,2709.29
09/02/2002,2639.18
09/03/2002,2509.46
09/04/2002,2534.01
09/05/2002,2511.53
09/06/2002,2618.18
09/09/2002,2564.81
09/10/2002,2639.83
09/11/2002,2723.14
09/12/2002,2590.18
09/13/2002,2530.8
09/16/2002,2516.31
09/17/2002,2493.42
09/18/2002,2382.7
09/19/2002,2328.29
09/20/2002,2308.03
09/23/2002,2217.48
09/24/2002,2187.22
09/25/2002,2238.11
09/26/2002,2373.03
09/27/2002,2343.22
09/30/2002,2204.39
10/01/2002,2266.55
10/02/2002,2361.73
10/03/2002,2305.18
10/04/2002,2224.74
10/07/2002,2207.62
10/08/2002,2170.54
10/09/2002,2150.27
10/10/2002,2234.62
10/11/2002,2351.81
10/14/2002,2318.51
10/15/2002,2485.13
10/16/2002,2444.85
10/17/2002,2536.45
10/18/2002,2527.38
10/21/2002,2549.84
10/22/2002,2507.5
10/23/2002,2399.77
10/24/2002,2469.62
10/25/2002,2456.91
10/28/2002,2508.51
10/29/2002,2383.5
10/30/2002,2468.8
10/31/2002,2518.99
11/01/2002,2487.66
11/04/2002,2592.55
